trades,net,net_pct,pf,dd_pct,win_pct,recovery,passed,objective,FastEMA,SlowEMA,TrendSMA,ATRMultiplier,TPRatio
5323,-996581.5699999998,-99.65815699999997,0.8302182380985639,99.72924208147607,31.918091301897427,-0.9581114595153127,False,-996581.5699999998,13,55,100,1.5,2.0
4467,-996717.58,-99.671758,0.7521042568778171,99.69547267936488,37.69867920304455,-0.9862324301937482,False,-996717.58,13,55,100,1.0,1.5
5779,-996725.2299999999,-99.67252299999998,0.8616679119685978,99.69818887167897,38.58799100190345,-0.975684735041542,False,-996725.2299999999,13,34,100,1.5,1.5
3883,-996816.73,-99.68167299999999,0.7260361435702842,99.68167300000007,45.94385784187484,-0.9999999999999992,False,-996816.73,13,34,200,1.0,1.0
6049,-996957.3200000001,-99.695732,0.9018745795054686,99.74295638026317,32.25326500247975,-0.8443934940837731,False,-996957.3200000001,5,21,100,2.0,2.0
4928,-997035.42,-99.703542,0.7710032660710446,99.71900732048279,38.10876623376623,-0.986897876713677,False,-997035.42,9,55,100,1.0,1.5
6178,-997218.74,-99.721874,0.8304735608792012,99.73727284353615,48.13855616704435,-0.980071458761088,False,-997218.74,9,55,100,1.5,1.0
5505,-997220.3500000002,-99.72203500000002,0.8304701256317047,99.75942547680336,38.1653042688465,-0.9688394293434567,False,-997220.3500000002,13,55,100,1.5,1.5
5517,-997263.2899999999,-99.72632899999999,0.8256268891199501,99.75350191431517,38.3179264092804,-0.9971753191933419,False,-997263.2899999999,9,34,200,1.5,1.5
5991,-997336.22,-99.733622,0.8715473106987324,99.75210392037226,38.32415289601068,-0.9379842709897931,False,-997336.22,9,21,100,2.0,1.5
4950,-997343.5399999998,-99.73435399999998,0.7918869997035715,99.74413441385165,31.838383838383837,-0.9822037241100822,False,-997343.5399999998,9,55,100,1.0,2.0
6718,-997381.8700000001,-99.73818700000001,0.8641785910176708,99.74509279219859,48.12444179815421,-0.9810425089098556,False,-997381.8700000001,9,21,100,2.0,1.0
5543,-997470.0000000001,-99.74700000000001,0.8684384083158522,99.78371207590659,32.076492873895,-0.8727263297011076,False,-997470.0000000001,13,34,100,1.5,2.0
5650,-997592.88,-99.759288,0.7995289874220682,99.77250466983833,47.61061946902655,-0.9922319006523738,False,-997592.88,9,34,200,1.5,1.0
5911,-997837.67,-99.783767,0.8191697267640109,99.7981451379723,47.741498900355275,-0.9869086534408796,False,-997837.67,13,34,100,1.5,1.0
5674,-997896.71,-99.78967099999998,0.7878252958144311,99.80739501701738,47.3916108565386,-0.9796649493594298,False,-997896.71,13,55,100,1.5,1.0
5343,-998134.2199999999,-99.81342199999999,0.8185709086130176,99.82784242404655,31.705034624742655,-0.985693876158395,False,-998134.2199999999,9,34,200,1.5,2.0
5978,-998187.8600000001,-99.81878600000002,0.8724263048717535,99.85376132196203,38.00602208096353,-0.8468400405670299,False,-998187.8600000001,5,34,100,2.0,1.5
6267,-998321.3900000001,-99.83213900000001,0.8702131543683492,99.8502015016954,38.47135790649433,-0.9676780360761635,False,-998321.3900000001,9,34,100,1.5,1.5
5346,-998380.5399999999,-99.83805399999999,0.8174488429814165,99.84840271085135,31.350542461653575,-0.9434870750477236,False,-998380.5399999999,5,34,200,2.0,2.0
5385,-998409.96,-99.84099599999999,0.8545622601281769,99.85172314902657,31.402042711234913,-0.9530113033611058,False,-998409.96,9,21,200,2.0,2.0
6420,-998464.93,-99.84649300000001,0.8408055089229877,99.8476350000004,47.47663551401869,-0.999988562573361,False,-998464.93,9,21,200,2.0,1.0
4568,-998542.1000000001,-99.85421000000001,0.753439991806997,99.85549100000026,37.08406304728547,-0.999987171461605,False,-998542.1000000001,13,21,200,1.0,1.5
4566,-998555.3399999999,-99.85553399999999,0.7800940251301272,99.85553399999979,31.099430573806398,-1.000000000000002,False,-998555.3399999999,5,55,200,1.0,2.0
5343,-998573.63,-99.85736299999999,0.814892517836956,99.86531661739406,31.55530600786075,-0.9927511938854243,False,-998573.63,5,55,200,1.5,2.0
5572,-998616.9599999998,-99.861696,0.8233519489492054,99.86725201609691,37.86791098348887,-0.9973297364290843,False,-998616.9599999998,5,55,200,1.5,1.5
4689,-998628.33,-99.862833,0.7561045350659914,99.8646091946829,37.23608445297505,-0.9870333043125823,False,-998628.33,13,34,100,1.0,1.5
